600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600519.SH,600547.SH,600570.SH
0,0,0,0,-4500,100,0,0,0,0,0,0,-1400,52800,0
-100,0,0,0,0,0,0,300,0,0,0,0,0,0,0
0,0,0,0,0,0,0,400,0,0,0,4700,0,-6700,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,0,-700,100,0,0,0,0,0,0
0,0,0,0,0,-200,0,200,0,0,0,37300,0,-46100,0
0,0,3500,100,0,100000,0,-200,-100,0,0,-30800,0,0,0
0,0,200,-100,0,-64500,0,0,0,0,0,0,0,30200,0
0,0,-3700,0,0,-35500,0,0,100,0,0,30200,0,-30200,0
0,0,100,100,0,100,0,0,-100,0,0,0,0,0,0
0,0,-100,0,0,100,36800,100000,0,0,0,-41400,0,0,0
0,0,0,-100,0,0,0,-100000,0,0,0,12600,0,0,0
0,0,0,0,89300,-200,-36800,300,0,0,0,-12600,0,0,0
0,0,0,0,-89300,0,0,200,0,100,0,0,1600,0,0
0,0,300,0,0,0,0,-500,100,-100,0,42900,-1600,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,0,100,0,0,-100,0,0,0,0,0,0
0,0,0,100,0,0,0,0,90700,0,0,-42900,0,0,0
0,0,0,-200,100,-100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-300,0,0,0,100,0,-50800,0,0,2200,900,0,0
0,0,0,0,0,0,0,0,4600,0,0,-2200,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,0,0,200,-100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,300,0,0,0,100,0,-44500,0,1100,0,800,0,0
0,0,-400,0,-100,0,-100,200,0,0,-1100,40400,-1700,0,0
