600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600519.SH,600547.SH,600570.SH
0,0,0,200,0,0,0,0,0,0,0,-14000,-1600,69300,0
0,0,0,-200,0,0,0,300,0,0,0,0,0,-1100,400
0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-100,0,0,0,500,0,-3000,0,0,0,0,1000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,500,0,0,100,0,-1400
0,0,0,0,0,0,0,500,0,0,0,0,-100,-68200,28500
0,0,0,100,0,0,81500,-1800,0,0,0,0,0,0,-28500
0,0,0,-100,100,0,-81500,0,0,0,800,0,2200,0,0
0,0,0,1200,-100,0,0,0,0,-500,31200,0,-2200,0,0
0,0,0,0,0,0,0,22700,0,0,-32000,0,2200,0,0
0,0,0,500,0,0,0,-22700,0,0,1200,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,22600,0,0,-1200,0,0,0,0
0,0,0,400,0,0,0,-22600,0,0,0,2400,0,0,0
0,0,0,1300,0,0,0,0,0,0,0,-2400,0,0,1000
0,0,0,-3400,0,0,0,0,0,0,0,0,-2200,200,29000
0,0,0,600,0,0,0,0,0,0,300,0,2300,-200,-30000
0,0,0,1500,0,0,0,0,0,0,38600,0,-2300,0,0
0,0,0,100,0,0,0,1500,0,0,-38900,0,0,0,30000
0,0,0,700,0,0,0,-1500,0,0,500,0,2300,0,-30000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1500,0,0,0,0,0,0,0,0,-2300,0,29200
0,0,0,200,0,0,86200,0,0,0,0,0,0,0,-29200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-4600,0,0,0,0,0,0,0,0,0,0,200
0,0,0,0,0,0,-34700,200,0,0,-500,25900,0,0,-200
0,0,0,66700,100000,100,-51500,-200,0,0,0,-25900,0,11900,0
0,0,0,100,-19900,0,0,0,0,0,400,0,600,-11900,0
0,0,0,400,-80100,-100,0,0,100,0,29700,0,-600,0,0
100000,0,0,-5600,0,0,0,100000,65400,0,-30100,0,0,0,0
0,0,0,0,0,0,0,400,-26200,0,0,900,300,0,0
200,0,0,-61600,0,0,0,-38100,0,16000,0,-900,0,0,0
-33400,0,0,0,0,0,0,0,900,-16000,0,0,600,0,0
-66800,0,0,0,0,100,0,-62300,-40200,3200,0,0,1100,0,0
0,0,0,0,0,-100,0,400,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-400,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-3200,0,0,0,3000,0
0,0,0,200,0,0,0,0,0,300,0,0,0,-3000,900
0,0,0,-200,0,0,0,0,0,2400,0,0,0,0,-900
0,0,0,0,0,0,0,600,0,-2700,36000,0,-2000,0,0
0,0,0,100,0,0,0,0,0,0,-36000,0,0,200,34600
0,0,0,500,0,0,0,-600,0,0,40700,0,0,-200,-34600
